,x,Lives in a communal establishment,Density,White: English/Welsh/Scottish/Northern Irish/British,White: Irish,White: Gypsy or Irish Traveller,White: Other White,Mixed/multiple ethnic group: White and Black Caribbean,Mixed/multiple ethnic group: White and Black African,Mixed/multiple ethnic group: White and Asian,Mixed/multiple ethnic group: Other Mixed,Asian/Asian British: Indian,Asian/Asian British: Pakistani,Asian/Asian British: Bangladeshi,Asian/Asian British: Chinese,Asian/Asian British: Other Asian,Black/African/Caribbean/Black British: African,Black/African/Caribbean/Black British: Caribbean,Black/African/Caribbean/Black British: Other Black,Other ethnic group: Arab,Other ethnic group: Any other ethnic group,Dependent children in household: All ages,Single (never married or never registered a same-sex civil partnership),Married,In a registered same-sex civil partnership,Separated (but still legally married or still legally in a same-sex civil partnership),Divorced or formerly in a same-sex civil partnership which is now legally dissolved,Widowed or surviving partner from a same-sex civil partnership,Christian,Buddhist,Hindu,Jewish,Muslim,Sikh,Other religion,No religion,Religion not stated,Economically active: Employee: Part-time,Economically active: Employee: Full-time,Economically active: Self-employed,Economically active: Unemployed,Economically active: Full-time student,Economically inactive: Retired,Economically inactive: Student (including full-time students),Economically inactive: Looking after home or family,Economically inactive: Long-term sick or disabled,Economically inactive: Other,Unemployed: Age 16 to 24,Unemployed: Age 50 to 74,Unemployed: Never worked,Long-term unemployed,Part-time: 15 hours or less worked,Part-time: 16 to 30 hours worked,Full-time: 31 to 48 hours worked,Full-time: 49 or more hours worked
519,E07000039,1.60,2.80,94.00,0.40,0.10,1.20,0.50,0.10,0.40,0.20,1.70,0.20,0.00,0.20,0.30,0.20,0.20,0.00,0.00,0.20,30.90,28.70,52.70,0.20,2.50,9.40,6.60,9.00,18.90,57.20,15.00,0.00,0.00,0.00,0.00,0.00,14.80,42.80,9.20,3.10,2.60,14.80,3.60,4.00,3.50,1.60,1.00,0.60,0.30,1.20,9.00,18.90,57.20,15.00
520,E07000051,1.40,1.10,96.20,0.50,0.20,1.70,0.20,0.10,0.20,0.20,0.10,0.00,0.10,0.10,0.20,0.10,0.00,0.00,0.00,0.00,24.00,25.20,54.30,0.20,2.10,9.80,8.50,11.70,21.20,52.20,14.80,0.00,0.00,0.00,0.00,0.00,16.10,35.70,12.20,2.80,2.30,20.10,2.80,3.50,2.90,1.50,0.80,0.70,0.20,1.00,11.70,21.20,52.20,14.80
521,E07000052,2.70,0.90,95.70,0.50,0.10,1.70,0.20,0.10,0.30,0.20,0.20,0.10,0.10,0.20,0.30,0.10,0.00,0.00,0.00,0.10,22.40,24.80,53.80,0.20,2.10,9.80,9.30,12.10,21.90,50.90,15.00,0.00,0.00,0.00,0.00,0.00,15.50,32.90,14.60,2.30,2.30,21.20,3.40,3.40,2.90,1.50,0.60,0.70,0.20,0.90,12.10,21.90,50.90,15.00
522,E07000053,2.80,15.60,94.90,0.50,0.10,2.00,0.40,0.10,0.30,0.20,0.10,0.00,0.10,0.30,0.40,0.20,0.20,0.10,0.00,0.10,25.20,29.80,47.30,0.20,2.70,12.10,8.00,10.40,23.70,54.10,11.70,0.00,0.00,0.00,0.00,0.00,17.10,34.40,9.20,3.90,2.50,18.20,3.10,3.70,4.90,3.00,1.20,0.90,0.40,1.40,10.40,23.70,54.10,11.70
523,E07000012,1.30,1.60,87.30,0.70,0.30,5.00,0.40,0.20,0.70,0.50,1.50,0.30,0.10,0.80,1.00,0.50,0.20,0.10,0.20,0.30,31.20,27.70,56.00,0.20,2.20,7.80,6.10,10.30,17.40,57.50,14.90,0.00,0.00,0.00,0.00,0.00,14.50,45.00,11.60,2.30,2.80,13.00,4.00,3.60,2.00,1.30,0.60,0.60,0.20,0.80,10.30,17.40,57.50,14.90
524,E07000009,0.90,1.30,89.70,0.60,0.30,5.60,0.30,0.20,0.40,0.50,0.40,0.10,0.10,0.30,0.50,0.30,0.10,0.10,0.10,0.20,30.10,27.10,54.90,0.30,2.40,8.70,6.60,9.70,17.40,57.30,15.60,0.00,0.00,0.00,0.00,0.00,14.50,44.00,11.90,2.90,2.30,13.50,2.90,4.20,2.40,1.30,0.80,0.70,0.30,1.10,9.70,17.40,57.30,15.60
525,E06000052,1.70,1.50,95.70,0.40,0.10,2.00,0.20,0.10,0.30,0.20,0.20,0.00,0.10,0.20,0.20,0.10,0.10,0.00,0.00,0.10,25.50,28.40,50.20,0.20,2.20,10.80,8.20,10.80,23.10,52.30,13.80,0.00,0.00,0.00,0.00,0.00,15.40,31.70,13.60,3.30,2.80,18.90,4.30,4.00,4.40,1.70,1.00,0.70,0.30,1.20,10.80,23.10,52.30,13.80
526,E07000140,1.00,1.20,90.10,0.30,0.10,7.30,0.30,0.20,0.30,0.20,0.30,0.10,0.10,0.20,0.20,0.20,0.10,0.10,0.00,0.10,26.40,25.40,53.30,0.20,2.50,9.70,8.90,8.70,17.70,55.80,17.90,0.00,0.00,0.00,0.00,0.00,13.20,40.20,10.00,4.00,1.90,18.60,2.90,4.00,3.60,1.60,1.10,0.90,0.40,1.60,8.70,17.70,55.80,17.90
527,E07000141,1.00,1.40,93.60,0.50,0.10,3.30,0.30,0.10,0.20,0.20,0.40,0.10,0.00,0.30,0.40,0.20,0.10,0.00,0.00,0.10,28.60,26.10,53.60,0.10,2.80,9.90,7.50,9.70,19.30,56.40,14.60,0.00,0.00,0.00,0.00,0.00,15.00,41.20,10.10,3.30,2.60,16.50,3.20,3.70,2.90,1.50,0.90,0.70,0.40,1.30,9.70,19.30,56.40,14.60
528,E07000131,1.60,1.40,92.80,0.60,0.10,1.80,0.40,0.10,0.40,0.20,2.20,0.20,0.10,0.30,0.40,0.20,0.10,0.00,0.00,0.20,30.10,25.80,56.20,0.20,2.30,8.60,6.90,10.50,18.90,54.10,16.50,0.00,0.00,0.00,0.00,0.00,15.20,40.90,12.90,2.50,2.50,15.50,3.90,3.00,2.00,1.70,0.60,0.60,0.30,0.80,10.50,18.90,54.10,16.50
529,E07000129,1.10,7.20,88.50,0.60,0.10,1.80,0.70,0.10,0.50,0.30,4.70,0.30,0.00,0.50,0.60,0.40,0.40,0.10,0.10,0.30,30.30,28.60,53.20,0.20,2.40,8.70,7.00,9.10,19.80,59.00,12.20,0.00,0.00,0.00,0.00,0.00,15.70,42.60,9.90,2.90,2.90,15.60,3.60,2.80,2.30,1.80,0.90,0.60,0.30,1.00,9.10,19.80,59.00,12.20
530,E07000149,1.40,1.40,95.20,0.40,0.10,1.90,0.30,0.10,0.30,0.20,0.30,0.10,0.00,0.30,0.30,0.20,0.10,0.00,0.10,0.10,26.70,25.40,55.50,0.30,2.20,9.40,7.30,11.30,20.10,53.10,15.40,0.00,0.00,0.00,0.00,0.00,15.70,37.60,12.20,2.70,2.50,18.20,3.20,3.90,2.80,1.30,0.80,0.70,0.30,1.00,11.30,20.10,53.10,15.40
531,E07000155,0.80,1.30,94.10,0.70,0.00,2.20,0.30,0.20,0.40,0.30,0.70,0.10,0.10,0.20,0.30,0.20,0.20,0.10,0.00,0.10,30.80,24.20,58.00,0.20,2.40,8.80,6.50,10.20,17.30,55.00,17.50,0.00,0.00,0.00,0.00,0.00,14.40,43.40,13.30,2.40,2.70,14.70,3.00,3.40,1.70,1.10,0.60,0.70,0.20,0.80,10.20,17.30,55.00,17.50
532,E07000154,1.70,26.30,76.60,1.40,0.10,6.50,1.50,0.50,0.60,0.70,2.50,0.70,1.60,0.80,0.90,3.10,1.40,0.60,0.30,0.40,30.70,37.20,43.60,0.20,3.50,9.50,6.10,8.60,18.00,61.70,11.70,0.00,0.00,0.00,0.00,0.00,13.50,43.90,8.00,4.60,4.10,11.20,5.10,3.90,3.70,1.90,1.20,0.80,0.60,1.90,8.60,18.00,61.70,11.70
533,E07000126,0.80,9.70,95.30,0.60,0.00,1.20,0.50,0.10,0.40,0.20,0.70,0.20,0.00,0.30,0.20,0.10,0.10,0.00,0.10,0.10,29.40,29.50,51.40,0.20,2.40,9.20,7.30,8.40,19.30,61.40,10.90,0.00,0.00,0.00,0.00,0.00,14.90,43.70,8.30,3.00,2.90,16.50,3.30,2.70,3.50,1.20,1.00,0.60,0.30,1.00,8.40,19.30,61.40,10.90
534,E07000118,2.70,5.30,95.10,0.50,0.10,1.20,0.40,0.10,0.30,0.20,0.60,0.50,0.10,0.20,0.20,0.10,0.20,0.00,0.10,0.10,29.40,30.20,50.30,0.20,2.50,10.00,6.90,8.50,19.40,59.40,12.80,0.00,0.00,0.00,0.00,0.00,14.40,41.50,9.10,3.20,2.60,16.10,3.20,2.90,4.10,2.80,1.00,0.60,0.40,1.20,8.50,19.40,59.40,12.80
535,E07000127,1.80,3.20,95.60,0.50,0.00,2.00,0.20,0.10,0.20,0.20,0.40,0.10,0.00,0.20,0.20,0.10,0.00,0.00,0.10,0.10,29.30,31.20,50.10,0.10,2.30,8.60,7.70,10.60,20.50,56.10,12.90,0.00,0.00,0.00,0.00,0.00,14.10,36.30,9.60,3.90,4.30,17.00,5.70,3.30,4.30,1.40,1.20,0.80,0.50,1.60,10.60,20.50,56.10,12.90
536,E08000023,0.90,23.00,95.10,0.20,0.00,0.70,0.20,0.20,0.30,0.20,0.40,0.30,1.00,0.20,0.30,0.20,0.00,0.00,0.40,0.30,27.50,34.20,43.80,0.10,2.80,10.30,8.70,7.60,21.50,59.80,11.10,0.00,0.00,0.00,0.00,0.00,14.20,37.50,5.50,6.60,3.00,15.90,4.20,4.30,6.60,2.20,1.90,1.30,1.10,2.60,7.60,21.50,59.80,11.10
537,E07000196,1.80,2.70,94.60,0.40,0.10,0.70,0.70,0.00,0.40,0.20,1.30,0.20,0.00,0.20,0.30,0.10,0.30,0.10,0.00,0.20,27.80,26.90,55.00,0.10,1.90,8.10,8.00,9.90,19.90,56.40,13.80,0.00,0.00,0.00,0.00,0.00,15.10,38.40,10.50,3.30,2.60,18.30,3.90,3.20,2.80,2.00,1.00,0.80,0.40,1.30,9.90,19.90,56.40,13.80
538,E07000200,1.80,1.50,95.40,0.60,0.10,1.90,0.30,0.10,0.20,0.20,0.20,0.00,0.10,0.20,0.30,0.20,0.10,0.00,0.00,0.10,26.50,25.50,54.70,0.20,2.30,9.30,7.90,11.70,19.60,53.30,15.50,0.00,0.00,0.00,0.00,0.00,15.20,37.20,12.70,3.00,2.30,18.20,3.40,4.20,2.50,1.40,0.80,0.70,0.30,1.20,11.70,19.60,53.30,15.50
539,E07000204,2.80,1.70,91.20,0.70,0.10,4.10,0.40,0.20,0.40,0.30,0.50,0.10,0.10,0.30,0.60,0.40,0.20,0.20,0.10,0.20,28.70,29.30,51.30,0.20,2.50,9.50,7.10,10.20,18.70,56.60,14.60,0.00,0.00,0.00,0.00,0.00,15.30,42.50,9.80,3.00,2.60,15.40,3.10,3.40,2.60,2.30,1.00,0.60,0.40,1.10,10.20,18.70,56.60,14.60
540,E06000030,0.60,9.10,84.60,0.90,0.10,4.20,0.70,0.30,0.60,0.50,3.30,0.60,0.40,0.50,1.60,0.80,0.40,0.20,0.10,0.30,30.60,32.40,48.60,0.30,2.90,9.80,6.00,8.30,17.30,63.70,10.70,0.00,0.00,0.00,0.00,0.00,14.40,46.70,7.80,4.20,2.90,11.60,3.20,4.10,3.40,1.80,1.10,0.80,0.50,1.60,8.30,17.30,63.70,10.70
541,E07000108,2.00,3.50,93.00,0.50,0.20,3.00,0.30,0.10,0.30,0.20,0.40,0.00,0.10,0.20,1.00,0.20,0.10,0.00,0.10,0.20,26.40,29.50,48.30,0.30,3.00,10.70,8.30,10.00,20.90,55.20,13.90,0.00,0.00,0.00,0.00,0.00,14.70,36.10,9.80,4.50,2.40,17.60,4.00,4.40,4.50,2.10,1.20,0.90,0.60,1.70,10.00,20.90,55.20,13.90
542,E07000114,1.80,13.00,90.40,0.80,0.10,4.20,0.50,0.20,0.40,0.40,0.50,0.10,0.10,0.30,0.70,0.40,0.20,0.10,0.10,0.20,27.10,31.40,44.10,0.20,3.30,11.90,9.10,10.10,22.80,54.80,12.40,0.00,0.00,0.00,0.00,0.00,14.40,31.70,10.10,5.70,3.00,18.20,4.30,4.90,5.60,2.10,1.70,1.20,0.90,2.50,10.10,22.80,54.80,12.40
543,E06000056,0.90,3.60,89.70,1.20,0.20,2.80,0.70,0.20,0.60,0.40,1.00,0.20,0.10,0.60,0.70,0.80,0.50,0.10,0.10,0.20,31.60,29.20,52.50,0.10,2.80,9.10,6.30,9.50,17.20,58.40,14.90,0.00,0.00,0.00,0.00,0.00,14.00,43.60,11.00,3.50,2.80,13.50,4.20,3.90,2.40,1.30,0.90,0.80,0.40,1.30,9.50,17.20,58.40,14.90
544,E06000026,2.10,32.10,92.90,0.40,0.10,2.70,0.40,0.20,0.40,0.30,0.30,0.10,0.10,0.50,0.50,0.40,0.10,0.10,0.20,0.20,27.00,37.10,42.90,0.20,2.50,10.50,6.70,10.30,21.90,56.80,11.00,0.00,0.00,0.00,0.00,0.00,14.80,36.10,6.80,4.20,4.60,14.10,8.40,3.90,5.20,1.80,1.40,0.70,0.60,1.60,10.30,21.90,56.80,11.00
545,E07000044,1.60,0.90,95.80,0.40,0.10,2.00,0.20,0.10,0.30,0.20,0.10,0.00,0.10,0.10,0.20,0.10,0.00,0.00,0.10,0.10,24.00,24.80,54.10,0.20,2.10,10.40,8.40,12.10,22.50,49.20,16.20,0.00,0.00,0.00,0.00,0.00,15.10,31.30,17.40,2.30,2.40,20.20,3.30,3.20,3.10,1.50,0.60,0.70,0.20,0.80,12.10,22.50,49.20,16.20
546,E07000102,1.10,9.80,79.70,2.00,0.10,4.50,0.60,0.20,0.90,0.60,6.00,0.70,0.20,0.70,1.60,1.00,0.70,0.20,0.10,0.30,32.40,30.10,52.50,0.10,2.30,8.20,6.90,10.10,17.70,56.10,16.00,0.00,0.00,0.00,0.00,0.00,13.50,41.20,13.70,3.20,2.60,12.80,4.50,4.70,2.30,1.70,0.90,0.70,0.40,1.20,10.10,17.70,56.10,16.00
547,E07000096,1.40,6.80,86.00,1.30,0.20,3.40,0.70,0.30,0.70,0.50,1.60,1.40,0.20,0.50,0.90,1.40,0.50,0.20,0.10,0.20,31.10,31.40,49.90,0.10,2.60,9.30,6.70,10.00,17.40,57.30,15.20,0.00,0.00,0.00,0.00,0.00,13.80,42.50,11.70,3.70,2.80,12.40,3.80,4.50,2.70,2.10,1.00,0.80,0.40,1.40,10.00,17.40,57.30,15.20
548,E07000143,2.20,1.00,91.20,0.50,0.20,5.60,0.30,0.20,0.30,0.40,0.20,0.10,0.10,0.20,0.30,0.20,0.20,0.10,0.00,0.10,27.40,26.60,52.70,0.20,2.50,9.90,8.00,10.00,19.20,55.10,15.70,0.00,0.00,0.00,0.00,0.00,14.60,38.60,10.10,3.50,2.20,18.00,3.00,4.20,3.50,2.20,1.10,0.70,0.40,1.30,10.00,19.20,55.10,15.70
549,E07000146,1.50,1.00,92.20,0.40,0.20,4.50,0.20,0.20,0.30,0.30,0.50,0.10,0.00,0.30,0.40,0.20,0.10,0.10,0.10,0.10,25.40,26.60,52.90,0.20,2.20,9.80,8.30,10.20,19.80,55.20,14.80,0.00,0.00,0.00,0.00,0.00,14.60,36.50,10.30,3.70,2.20,19.60,3.10,4.30,4.10,1.70,1.10,0.80,0.50,1.50,10.20,19.80,55.20,14.80
550,E07000216,3.60,3.50,90.60,0.80,0.10,4.40,0.30,0.10,0.60,0.30,0.40,0.20,0.10,0.50,0.60,0.30,0.10,0.00,0.10,0.20,29.30,26.90,55.30,0.20,2.20,8.10,7.40,11.90,18.00,52.20,18.00,0.00,0.00,0.00,0.00,0.00,13.60,38.60,14.50,2.40,2.90,14.30,5.10,4.90,2.10,1.50,0.60,0.70,0.20,0.90,11.90,18.00,52.20,18.00
551,E06000054,2.80,1.40,93.40,0.50,0.20,2.60,0.40,0.10,0.40,0.30,0.30,0.00,0.10,0.30,0.60,0.30,0.20,0.10,0.10,0.20,29.70,27.40,53.60,0.20,2.40,9.50,6.90,10.10,18.60,55.40,15.80,0.00,0.00,0.00,0.00,0.00,15.00,42.20,11.20,2.90,2.60,14.70,3.30,4.00,2.70,1.50,0.80,0.70,0.30,1.10,10.10,18.60,55.40,15.80
552,E06000033,1.20,41.60,87.00,0.90,0.10,3.60,0.60,0.40,0.60,0.50,1.00,0.60,0.50,0.60,0.90,1.60,0.30,0.20,0.20,0.30,28.50,34.40,43.80,0.20,3.10,10.80,7.70,10.10,19.20,57.00,13.70,0.00,0.00,0.00,0.00,0.00,14.40,38.40,10.20,5.00,2.70,14.10,3.80,5.00,4.20,2.10,1.30,1.00,0.60,2.10,10.10,19.20,57.00,13.70
553,E08000014,1.50,17.90,94.80,0.80,0.00,1.70,0.30,0.20,0.30,0.30,0.20,0.00,0.10,0.40,0.20,0.20,0.10,0.00,0.10,0.10,27.30,33.10,46.00,0.20,2.40,9.30,9.00,9.40,22.10,57.80,10.70,0.00,0.00,0.00,0.00,0.00,15.00,35.80,8.20,4.90,3.10,17.30,4.40,3.40,5.90,1.90,1.40,1.00,0.70,2.00,9.40,22.10,57.80,10.70
554,E07000213,0.80,21.30,81.00,1.40,0.20,4.70,0.60,0.30,0.90,0.60,4.20,0.70,0.30,0.60,1.80,1.00,0.40,0.20,0.30,0.60,29.50,31.50,49.90,0.20,2.60,8.80,7.00,8.50,16.40,61.60,13.50,0.00,0.00,0.00,0.00,0.00,13.30,46.40,10.00,3.30,2.50,13.30,3.20,3.90,2.30,1.80,0.90,0.70,0.40,1.20,8.50,16.40,61.60,13.50
555,E07000102,1.10,9.80,79.70,2.00,0.10,4.50,0.60,0.20,0.90,0.60,6.00,0.70,0.20,0.70,1.60,1.00,0.70,0.20,0.10,0.30,32.40,30.10,52.50,0.10,2.30,8.20,6.90,10.10,17.70,56.10,16.00,0.00,0.00,0.00,0.00,0.00,13.50,41.20,13.70,3.20,2.60,12.80,4.50,4.70,2.30,1.70,0.90,0.70,0.40,1.20,10.10,17.70,56.10,16.00
556,E07000100,1.10,8.70,81.10,1.80,0.10,5.40,0.70,0.30,1.10,0.70,1.60,0.80,1.90,0.80,1.30,0.90,0.60,0.20,0.30,0.40,33.30,30.30,54.10,0.20,2.00,7.40,6.00,10.40,17.10,54.50,18.10,0.00,0.00,0.00,0.00,0.00,13.50,43.10,12.60,2.70,2.80,12.30,4.60,4.80,2.10,1.50,0.60,0.60,0.30,1.00,10.40,17.10,54.50,18.10
557,E06000052,1.70,1.50,95.70,0.40,0.10,2.00,0.20,0.10,0.30,0.20,0.20,0.00,0.10,0.20,0.20,0.10,0.10,0.00,0.00,0.10,25.50,28.40,50.20,0.20,2.20,10.80,8.20,10.80,23.10,52.30,13.80,0.00,0.00,0.00,0.00,0.00,15.40,31.70,13.60,3.30,2.80,18.90,4.30,4.00,4.40,1.70,1.00,0.70,0.30,1.20,10.80,23.10,52.30,13.80
558,E08000013,0.80,12.90,96.60,0.50,0.00,0.90,0.30,0.10,0.20,0.20,0.30,0.10,0.10,0.30,0.30,0.10,0.00,0.00,0.10,0.10,29.10,32.80,47.20,0.20,2.60,9.20,8.00,7.90,20.40,62.00,9.70,0.00,0.00,0.00,0.00,0.00,14.00,38.60,6.20,5.10,2.60,17.10,4.10,3.80,6.70,1.90,1.60,0.80,0.90,2.10,7.90,20.40,62.00,9.70
559,E08000011,0.60,16.90,96.10,0.50,0.00,0.70,0.50,0.40,0.30,0.20,0.30,0.10,0.00,0.30,0.30,0.20,0.10,0.10,0.10,0.10,32.00,40.30,40.10,0.10,3.00,8.40,8.10,7.40,22.60,61.80,8.10,0.00,0.00,0.00,0.00,0.00,14.30,35.90,5.90,6.50,3.00,13.60,4.80,4.50,8.80,2.70,1.90,1.10,1.30,2.70,7.40,22.60,61.80,8.10
560,E08000013,0.80,12.90,96.60,0.50,0.00,0.90,0.30,0.10,0.20,0.20,0.30,0.10,0.10,0.30,0.30,0.10,0.00,0.00,0.10,0.10,29.10,32.80,47.20,0.20,2.60,9.20,8.00,7.90,20.40,62.00,9.70,0.00,0.00,0.00,0.00,0.00,14.00,38.60,6.20,5.10,2.60,17.10,4.10,3.80,6.70,1.90,1.60,0.80,0.90,2.10,7.90,20.40,62.00,9.70
561,E06000052,1.70,1.50,95.70,0.40,0.10,2.00,0.20,0.10,0.30,0.20,0.20,0.00,0.10,0.20,0.20,0.10,0.10,0.00,0.00,0.10,25.50,28.40,50.20,0.20,2.20,10.80,8.20,10.80,23.10,52.30,13.80,0.00,0.00,0.00,0.00,0.00,15.40,31.70,13.60,3.30,2.80,18.90,4.30,4.00,4.40,1.70,1.00,0.70,0.30,1.20,10.80,23.10,52.30,13.80
562,E07000196,1.80,2.70,94.60,0.40,0.10,0.70,0.70,0.00,0.40,0.20,1.30,0.20,0.00,0.20,0.30,0.10,0.30,0.10,0.00,0.20,27.80,26.90,55.00,0.10,1.90,8.10,8.00,9.90,19.90,56.40,13.80,0.00,0.00,0.00,0.00,0.00,15.10,38.40,10.50,3.30,2.60,18.30,3.90,3.20,2.80,2.00,1.00,0.80,0.40,1.30,9.90,19.90,56.40,13.80
563,E07000197,2.50,2.20,92.60,0.60,0.10,1.70,0.60,0.10,0.30,0.20,1.00,0.30,0.10,0.40,0.70,0.30,0.40,0.10,0.20,0.20,27.10,29.20,51.90,0.20,2.30,9.10,7.20,9.80,19.30,56.20,14.60,0.00,0.00,0.00,0.00,0.00,14.50,40.00,9.10,3.10,3.40,16.70,5.10,3.00,3.10,2.00,0.90,0.70,0.40,1.20,9.80,19.30,56.20,14.60
564,E07000198,1.30,1.70,97.50,0.30,0.00,0.90,0.20,0.10,0.20,0.10,0.10,0.10,0.00,0.10,0.20,0.10,0.10,0.00,0.00,0.00,26.20,26.60,54.10,0.10,2.10,8.80,8.30,9.40,19.80,56.00,14.80,0.00,0.00,0.00,0.00,0.00,14.60,38.10,11.30,2.80,2.50,19.10,3.30,2.90,4.10,1.30,0.80,0.60,0.30,1.00,9.40,19.80,56.00,14.80
565,E07000195,3.40,5.90,93.30,0.30,0.00,1.40,0.50,0.10,0.40,0.20,0.80,0.40,0.10,0.80,0.80,0.40,0.20,0.10,0.10,0.20,27.10,33.50,47.30,0.20,2.30,9.00,7.90,9.70,20.00,58.70,11.60,0.00,0.00,0.00,0.00,0.00,13.80,37.80,7.60,3.70,3.90,16.10,7.60,3.20,4.70,1.70,1.10,0.70,0.50,1.40,9.70,20.00,58.70,11.60
566,E08000008,0.70,21.30,88.50,0.70,0.00,1.70,0.60,0.20,0.40,0.20,1.70,2.20,2.00,0.40,0.30,0.50,0.20,0.10,0.10,0.10,30.10,35.30,43.50,0.20,3.00,10.40,7.60,7.10,19.40,64.20,9.40,0.00,0.00,0.00,0.00,0.00,13.20,40.60,7.40,5.00,2.50,14.70,4.30,4.00,6.20,2.20,1.60,0.80,0.80,2.00,7.10,19.40,64.20,9.40
567,E07000097,1.40,2.90,90.30,1.10,0.00,4.00,0.50,0.20,0.60,0.40,0.70,0.20,0.20,0.40,0.50,0.40,0.20,0.10,0.10,0.20,31.40,30.50,52.30,0.20,2.30,8.60,6.20,10.30,16.70,56.50,16.60,0.00,0.00,0.00,0.00,0.00,14.10,43.70,12.30,2.80,2.40,12.50,4.40,4.40,2.10,1.30,0.70,0.70,0.30,1.00,10.30,16.70,56.50,16.60
568,E07000099,1.00,3.40,84.90,1.10,0.00,3.50,1.20,0.20,0.70,0.50,2.70,0.30,0.40,0.60,1.30,0.70,1.10,0.20,0.10,0.40,30.20,30.20,51.20,0.20,2.60,8.80,7.10,10.10,17.30,58.10,14.60,0.00,0.00,0.00,0.00,0.00,14.00,43.90,11.00,3.40,2.70,13.30,3.70,4.30,2.40,1.30,0.90,0.80,0.40,1.40,10.10,17.30,58.10,14.60
569,E07000101,0.70,32.30,83.10,1.20,0.10,3.30,1.10,0.30,0.70,0.50,1.90,0.60,0.60,0.80,1.90,2.30,0.80,0.30,0.20,0.30,32.30,33.90,46.30,0.20,3.00,10.10,6.50,8.80,18.00,62.20,11.00,0.00,0.00,0.00,0.00,0.00,14.30,44.40,8.60,4.80,3.60,11.10,3.70,4.60,3.30,1.70,1.30,0.90,0.60,1.90,8.80,18.00,62.20,11.00
570,E08000007,0.80,22.50,89.00,1.40,0.00,1.70,0.60,0.30,0.50,0.40,1.00,2.40,0.20,0.60,0.70,0.30,0.30,0.10,0.30,0.30,29.30,32.20,48.30,0.20,2.50,9.20,7.70,8.80,19.90,60.10,11.30,0.00,0.00,0.00,0.00,0.00,14.60,40.50,9.60,3.90,2.70,15.30,4.20,3.50,4.20,1.60,1.10,0.80,0.50,1.50,8.80,19.90,60.10,11.30
571,E06000004,1.90,9.40,93.40,0.30,0.10,0.90,0.20,0.20,0.40,0.20,0.80,1.60,0.10,0.50,0.60,0.50,0.00,0.10,0.10,0.20,31.70,33.20,47.50,0.20,2.60,9.30,7.20,8.80,22.40,58.00,10.80,0.00,0.00,0.00,0.00,0.00,15.70,37.60,6.40,5.70,3.00,14.80,5.20,4.20,4.90,2.50,1.70,1.00,1.00,2.40,8.80,22.40,58.00,10.80
572,E06000004,1.90,9.40,93.40,0.30,0.10,0.90,0.20,0.20,0.40,0.20,0.80,1.60,0.10,0.50,0.60,0.50,0.00,0.10,0.10,0.20,31.70,33.20,47.50,0.20,2.60,9.30,7.20,8.80,22.40,58.00,10.80,0.00,0.00,0.00,0.00,0.00,15.70,37.60,6.40,5.70,3.00,14.80,5.20,4.20,4.90,2.50,1.70,1.00,1.00,2.40,8.80,22.40,58.00,10.80
573,E06000021,1.20,26.60,86.40,0.30,0.10,1.90,0.80,0.20,0.50,0.30,0.90,4.20,0.40,0.50,1.40,1.00,0.30,0.10,0.20,0.50,29.10,36.00,43.70,0.20,2.80,9.80,7.50,8.60,21.10,60.80,9.50,0.00,0.00,0.00,0.00,0.00,13.50,36.70,6.30,5.30,3.70,14.30,5.60,4.70,7.20,2.70,1.60,0.80,0.90,2.10,8.60,21.10,60.80,9.50
574,E07000195,3.40,5.90,93.30,0.30,0.00,1.40,0.50,0.10,0.40,0.20,0.80,0.40,0.10,0.80,0.80,0.40,0.20,0.10,0.10,0.20,27.10,33.50,47.30,0.20,2.30,9.00,7.90,9.70,20.00,58.70,11.60,0.00,0.00,0.00,0.00,0.00,13.80,37.80,7.60,3.70,3.90,16.10,7.60,3.20,4.70,1.70,1.10,0.70,0.50,1.40,9.70,20.00,58.70,11.60
575,E06000021,1.20,26.60,86.40,0.30,0.10,1.90,0.80,0.20,0.50,0.30,0.90,4.20,0.40,0.50,1.40,1.00,0.30,0.10,0.20,0.50,29.10,36.00,43.70,0.20,2.80,9.80,7.50,8.60,21.10,60.80,9.50,0.00,0.00,0.00,0.00,0.00,13.50,36.70,6.30,5.30,3.70,14.30,5.60,4.70,7.20,2.70,1.60,0.80,0.90,2.10,8.60,21.10,60.80,9.50
576,E06000021,1.20,26.60,86.40,0.30,0.10,1.90,0.80,0.20,0.50,0.30,0.90,4.20,0.40,0.50,1.40,1.00,0.30,0.10,0.20,0.50,29.10,36.00,43.70,0.20,2.80,9.80,7.50,8.60,21.10,60.80,9.50,0.00,0.00,0.00,0.00,0.00,13.50,36.70,6.30,5.30,3.70,14.30,5.60,4.70,7.20,2.70,1.60,0.80,0.90,2.10,8.60,21.10,60.80,9.50
577,E07000198,1.30,1.70,97.50,0.30,0.00,0.90,0.20,0.10,0.20,0.10,0.10,0.10,0.00,0.10,0.20,0.10,0.10,0.00,0.00,0.00,26.20,26.60,54.10,0.10,2.10,8.80,8.30,9.40,19.80,56.00,14.80,0.00,0.00,0.00,0.00,0.00,14.60,38.10,11.30,2.80,2.50,19.10,3.30,2.90,4.10,1.30,0.80,0.60,0.30,1.00,9.40,19.80,56.00,14.80
