,x,Lives in a communal establishment,Density,White: English/Welsh/Scottish/Northern Irish/British,White: Irish,White: Gypsy or Irish Traveller,White: Other White,Mixed/multiple ethnic group: White and Black Caribbean,Mixed/multiple ethnic group: White and Black African,Mixed/multiple ethnic group: White and Asian,Mixed/multiple ethnic group: Other Mixed,Asian/Asian British: Indian,Asian/Asian British: Pakistani,Asian/Asian British: Bangladeshi,Asian/Asian British: Chinese,Asian/Asian British: Other Asian,Black/African/Caribbean/Black British: African,Black/African/Caribbean/Black British: Caribbean,Black/African/Caribbean/Black British: Other Black,Other ethnic group: Arab,Other ethnic group: Any other ethnic group,Dependent children in household: All ages,Single (never married or never registered a same-sex civil partnership),Married,In a registered same-sex civil partnership,Separated (but still legally married or still legally in a same-sex civil partnership),Divorced or formerly in a same-sex civil partnership which is now legally dissolved,Widowed or surviving partner from a same-sex civil partnership,Christian,Buddhist,Hindu,Jewish,Muslim,Sikh,Other religion,No religion,Religion not stated,Economically active: Employee: Part-time,Economically active: Employee: Full-time,Economically active: Self-employed,Economically active: Unemployed,Economically active: Full-time student,Economically inactive: Retired,Economically inactive: Student (including full-time students),Economically inactive: Looking after home or family,Economically inactive: Long-term sick or disabled,Economically inactive: Other,Unemployed: Age 16 to 24,Unemployed: Age 50 to 74,Unemployed: Never worked,Long-term unemployed,Part-time: 15 hours or less worked,Part-time: 16 to 30 hours worked,Full-time: 31 to 48 hours worked,Full-time: 49 or more hours worked
50,E07000224,2.50,6.80,91.60,0.60,0.10,4.70,0.30,0.10,0.40,0.20,0.30,0.10,0.20,0.30,0.50,0.20,0.10,0.00,0.00,0.10,23.20,26.80,50.00,0.30,2.60,10.50,9.90,11.00,20.80,55.00,13.20,0.00,0.00,0.00,0.00,0.00,14.80,35.50,11.20,3.30,2.70,20.40,3.10,3.70,3.50,1.80,0.90,0.80,0.30,1.40,11.00,20.80,55.00,13.20
51,E07000038,0.80,3.60,96.90,0.30,0.10,0.80,0.30,0.10,0.30,0.10,0.40,0.10,0.00,0.20,0.10,0.20,0.10,0.00,0.00,0.10,26.00,26.80,53.30,0.30,2.20,9.20,8.30,9.70,21.50,56.10,12.70,0.00,0.00,0.00,0.00,0.00,15.90,36.90,9.30,3.70,2.30,19.30,3.40,3.50,4.50,1.40,1.10,0.80,0.60,1.40,9.70,21.50,56.10,12.70
52,E07000033,0.80,4.70,96.30,0.30,0.10,1.50,0.30,0.10,0.20,0.10,0.30,0.10,0.00,0.20,0.20,0.20,0.10,0.10,0.00,0.00,28.30,29.90,48.90,0.30,2.70,9.90,8.30,8.60,19.90,59.10,12.40,0.00,0.00,0.00,0.00,0.00,14.30,38.50,7.20,4.70,2.20,16.90,3.50,4.40,6.50,1.80,1.60,0.70,0.80,1.90,8.60,19.90,59.10,12.40
53,E08000001,0.70,19.80,79.40,0.60,0.10,1.80,0.60,0.20,0.70,0.30,7.80,4.30,0.20,0.50,1.10,1.20,0.20,0.20,0.30,0.40,31.10,33.60,46.50,0.20,2.80,9.60,7.30,8.30,21.20,60.40,10.10,0.00,0.00,0.00,0.00,0.00,13.80,37.20,8.10,4.90,3.10,14.70,5.10,4.70,5.80,2.40,1.50,0.80,0.90,2.00,8.30,21.20,60.40,10.10
54,E08000001,0.70,19.80,79.40,0.60,0.10,1.80,0.60,0.20,0.70,0.30,7.80,4.30,0.20,0.50,1.10,1.20,0.20,0.20,0.30,0.40,31.10,33.60,46.50,0.20,2.80,9.60,7.30,8.30,21.20,60.40,10.10,0.00,0.00,0.00,0.00,0.00,13.80,37.20,8.10,4.90,3.10,14.70,5.10,4.70,5.80,2.40,1.50,0.80,0.90,2.00,8.30,21.20,60.40,10.10
55,E08000001,0.70,19.80,79.40,0.60,0.10,1.80,0.60,0.20,0.70,0.30,7.80,4.30,0.20,0.50,1.10,1.20,0.20,0.20,0.30,0.40,31.10,33.60,46.50,0.20,2.80,9.60,7.30,8.30,21.20,60.40,10.10,0.00,0.00,0.00,0.00,0.00,13.80,37.20,8.10,4.90,3.10,14.70,5.10,4.70,5.80,2.40,1.50,0.80,0.90,2.00,8.30,21.20,60.40,10.10
56,E08000010,0.60,16.90,95.50,0.50,0.00,1.30,0.30,0.10,0.20,0.20,0.30,0.20,0.00,0.30,0.30,0.40,0.10,0.00,0.10,0.10,30.30,32.90,47.40,0.20,2.50,9.90,7.20,7.70,20.00,62.30,10.00,0.00,0.00,0.00,0.00,0.00,13.90,40.00,7.40,4.90,2.70,16.20,3.50,3.50,6.20,1.80,1.50,0.80,0.70,2.00,7.70,20.00,62.30,10.00
57,E08000014,1.50,17.90,94.80,0.80,0.00,1.70,0.30,0.20,0.30,0.30,0.20,0.00,0.10,0.40,0.20,0.20,0.10,0.00,0.10,0.10,27.30,33.10,46.00,0.20,2.40,9.30,9.00,9.40,22.10,57.80,10.70,0.00,0.00,0.00,0.00,0.00,15.00,35.80,8.20,4.90,3.10,17.30,4.40,3.40,5.90,1.90,1.40,1.00,0.70,2.00,9.40,22.10,57.80,10.70
58,E07000136,1.40,1.80,83.90,0.30,0.10,12.50,0.30,0.20,0.30,0.30,0.60,0.20,0.10,0.20,0.30,0.30,0.10,0.10,0.10,0.20,27.70,29.20,49.30,0.20,2.40,10.70,8.10,8.20,21.40,56.80,13.60,0.00,0.00,0.00,0.00,0.00,15.80,39.50,8.30,4.20,2.10,16.60,3.10,3.90,4.40,2.30,1.30,0.80,0.60,1.70,8.20,21.40,56.80,13.60
59,E07000137,2.20,0.80,96.60,0.40,0.00,1.50,0.30,0.10,0.20,0.10,0.20,0.00,0.10,0.10,0.10,0.10,0.10,0.00,0.00,0.00,22.80,24.30,53.60,0.20,2.20,10.30,9.40,10.40,22.60,50.90,16.00,0.00,0.00,0.00,0.00,0.00,14.30,29.80,10.90,4.00,1.90,24.10,3.20,4.40,5.80,1.80,1.30,0.90,0.50,1.50,10.40,22.60,50.90,16.00
60,E07000132,0.80,3.50,94.60,0.40,0.10,1.30,0.30,0.10,0.40,0.20,1.30,0.20,0.10,0.30,0.30,0.10,0.10,0.00,0.10,0.10,27.40,27.80,52.90,0.20,2.70,9.30,7.20,8.80,19.00,58.50,13.70,0.00,0.00,0.00,0.00,0.00,14.70,42.60,10.00,3.10,2.40,16.60,3.40,3.20,2.80,1.20,0.90,0.70,0.40,1.20,8.80,19.00,58.50,13.70
61,E06000028,2.40,39.70,83.80,0.70,0.10,7.30,0.60,0.30,0.80,0.60,1.10,0.10,0.20,1.00,1.50,0.70,0.20,0.10,0.40,0.50,23.00,40.80,38.60,0.40,2.60,10.60,7.00,11.00,19.80,57.40,11.90,0.00,0.00,0.00,0.00,0.00,13.30,37.20,10.20,3.80,5.30,12.20,8.10,3.60,4.50,1.90,0.90,0.80,0.40,1.50,11.00,19.80,57.40,11.90
62,E06000029,1.70,22.80,91.90,0.50,0.10,3.30,0.30,0.20,0.50,0.30,0.70,0.10,0.30,0.50,0.70,0.20,0.10,0.00,0.10,0.20,26.30,30.00,49.20,0.30,2.30,10.30,8.00,10.40,19.90,57.00,12.70,0.00,0.00,0.00,0.00,0.00,15.20,39.50,10.20,3.20,3.00,16.10,3.80,4.10,3.30,1.60,0.90,0.70,0.30,1.20,10.40,19.90,57.00,12.70
63,E06000028,2.40,39.70,83.80,0.70,0.10,7.30,0.60,0.30,0.80,0.60,1.10,0.10,0.20,1.00,1.50,0.70,0.20,0.10,0.40,0.50,23.00,40.80,38.60,0.40,2.60,10.60,7.00,11.00,19.80,57.40,11.90,0.00,0.00,0.00,0.00,0.00,13.30,37.20,10.20,3.80,5.30,12.20,8.10,3.60,4.50,1.90,0.90,0.80,0.40,1.50,11.00,19.80,57.40,11.90
64,E06000036,2.40,10.30,84.90,0.90,0.10,4.70,0.60,0.30,0.70,0.50,1.80,0.50,0.10,0.50,2.20,1.40,0.40,0.20,0.20,0.30,32.60,32.30,50.00,0.20,2.60,9.60,5.40,8.50,15.60,60.00,15.90,0.00,0.00,0.00,0.00,0.00,13.30,49.00,9.80,3.40,2.80,10.20,3.60,4.20,2.10,1.50,0.90,0.80,0.30,1.30,8.50,15.60,60.00,15.90
65,E06000041,1.70,8.60,83.60,0.90,0.20,3.70,0.60,0.20,0.80,0.40,3.50,1.90,0.10,0.80,1.20,0.80,0.50,0.10,0.30,0.40,33.20,27.40,57.50,0.20,1.90,7.40,5.70,10.20,16.20,58.10,15.60,0.00,0.00,0.00,0.00,0.00,13.60,45.70,10.80,2.60,3.00,13.30,4.00,4.30,1.60,1.20,0.60,0.70,0.30,0.90,10.20,16.20,58.10,15.60
66,E08000032,1.40,14.30,63.90,0.50,0.10,3.00,0.90,0.20,1.10,0.30,2.60,20.40,1.90,0.40,1.50,1.00,0.70,0.10,0.70,0.80,34.50,33.00,48.30,0.20,3.20,8.60,6.70,9.00,23.10,58.30,9.60,0.00,0.00,0.00,0.00,0.00,14.40,34.30,8.60,5.80,3.40,12.00,6.40,6.70,5.00,3.40,1.70,0.90,1.40,2.30,9.00,23.10,58.30,9.60
67,E08000032,1.40,14.30,63.90,0.50,0.10,3.00,0.90,0.20,1.10,0.30,2.60,20.40,1.90,0.40,1.50,1.00,0.70,0.10,0.70,0.80,34.50,33.00,48.30,0.20,3.20,8.60,6.70,9.00,23.10,58.30,9.60,0.00,0.00,0.00,0.00,0.00,14.40,34.30,8.60,5.80,3.40,12.00,6.40,6.70,5.00,3.40,1.70,0.90,1.40,2.30,9.00,23.10,58.30,9.60
68,E08000032,1.40,14.30,63.90,0.50,0.10,3.00,0.90,0.20,1.10,0.30,2.60,20.40,1.90,0.40,1.50,1.00,0.70,0.10,0.70,0.80,34.50,33.00,48.30,0.20,3.20,8.60,6.70,9.00,23.10,58.30,9.60,0.00,0.00,0.00,0.00,0.00,14.40,34.30,8.60,5.80,3.40,12.00,6.40,6.70,5.00,3.40,1.70,0.90,1.40,2.30,9.00,23.10,58.30,9.60
69,E07000067,1.10,2.40,93.20,0.70,0.10,2.60,0.40,0.20,0.40,0.30,0.40,0.10,0.10,0.20,0.50,0.40,0.20,0.10,0.00,0.10,30.60,28.80,51.60,0.20,2.60,9.90,7.00,10.20,18.20,56.20,15.40,0.00,0.00,0.00,0.00,0.00,14.80,41.10,11.60,3.80,2.50,14.10,3.00,4.60,3.10,1.50,1.00,0.80,0.40,1.60,10.20,18.20,56.20,15.40
70,E09000005,0.70,72.00,18.00,4.00,0.10,14.30,1.40,0.90,1.20,1.60,18.60,4.60,0.60,1.00,9.20,7.80,7.60,3.40,3.70,2.10,34.40,42.10,43.20,0.30,3.40,6.20,4.70,9.20,18.80,59.70,12.40,0.00,0.00,0.00,0.00,0.00,11.00,35.80,12.80,5.80,4.70,8.00,8.50,5.60,3.90,3.90,1.20,1.00,1.40,2.10,9.20,18.80,59.70,12.40
71,E09000005,0.70,72.00,18.00,4.00,0.10,14.30,1.40,0.90,1.20,1.60,18.60,4.60,0.60,1.00,9.20,7.80,7.60,3.40,3.70,2.10,34.40,42.10,43.20,0.30,3.40,6.20,4.70,9.20,18.80,59.70,12.40,0.00,0.00,0.00,0.00,0.00,11.00,35.80,12.80,5.80,4.70,8.00,8.50,5.60,3.90,3.90,1.20,1.00,1.40,2.10,9.20,18.80,59.70,12.40
72,E09000018,0.80,45.40,37.90,1.90,0.10,11.50,0.90,0.70,1.30,1.20,19.00,5.40,0.90,0.90,8.20,4.20,1.30,1.00,1.40,2.10,34.50,38.50,45.60,0.30,3.00,7.40,5.10,8.40,16.70,61.90,13.00,0.00,0.00,0.00,0.00,0.00,10.80,41.90,10.70,4.60,4.40,8.30,6.70,5.90,3.40,3.20,1.10,0.80,0.90,1.70,8.40,16.70,61.90,13.00
73,E07000072,0.80,3.70,85.20,1.10,0.10,4.00,0.70,0.20,0.60,0.60,2.40,0.70,0.20,0.50,0.90,1.00,0.80,0.20,0.10,0.50,29.50,31.30,49.90,0.20,2.40,8.60,7.70,10.10,17.50,55.90,16.40,0.00,0.00,0.00,0.00,0.00,13.30,38.30,14.60,3.60,2.30,14.10,4.50,4.90,2.60,1.90,1.00,0.70,0.50,1.40,10.10,17.50,55.90,16.40
74,E07000068,1.10,4.80,89.20,1.30,0.20,2.90,0.50,0.20,0.60,0.40,1.30,0.20,0.20,0.50,1.00,0.70,0.30,0.20,0.10,0.30,29.40,29.60,52.10,0.10,2.20,8.40,7.50,10.30,17.00,55.30,17.50,0.00,0.00,0.00,0.00,0.00,13.50,40.90,12.20,3.10,2.30,14.90,4.40,4.80,2.30,1.50,0.80,0.70,0.40,1.20,10.30,17.00,55.30,17.50
75,E07000188,1.30,2.00,95.30,0.40,0.10,2.60,0.20,0.10,0.20,0.20,0.10,0.00,0.10,0.10,0.20,0.10,0.00,0.00,0.00,0.10,27.30,27.50,51.80,0.20,2.50,10.10,8.00,10.70,21.20,54.40,13.70,0.00,0.00,0.00,0.00,0.00,15.80,36.30,11.50,3.60,2.70,17.00,3.40,4.00,4.00,1.60,1.10,0.80,0.50,1.30,10.70,21.20,54.40,13.70
76,E07000191,4.00,0.50,95.80,0.40,0.00,2.40,0.20,0.10,0.20,0.10,0.10,0.00,0.10,0.10,0.30,0.00,0.00,0.00,0.00,0.10,19.50,25.10,51.70,0.20,2.30,10.60,10.10,11.00,22.90,50.70,15.50,0.00,0.00,0.00,0.00,0.00,14.60,29.30,16.30,2.80,1.80,23.10,3.00,3.40,4.20,1.60,0.70,0.90,0.20,1.00,11.00,22.90,50.70,15.50
77,E06000011,2.20,1.40,96.10,0.30,0.10,1.60,0.20,0.10,0.20,0.10,0.30,0.10,0.00,0.20,0.20,0.10,0.10,0.00,0.10,0.10,26.50,26.10,54.20,0.20,2.20,9.20,8.00,10.30,20.70,54.30,14.70,0.00,0.00,0.00,0.00,0.00,15.40,37.00,10.10,3.60,2.70,19.50,3.70,3.20,3.10,1.70,1.00,0.80,0.40,1.40,10.30,20.70,54.30,14.70
78,E06000013,0.90,2.00,92.30,0.40,0.10,3.20,0.20,0.10,0.30,0.20,0.70,0.50,0.90,0.30,0.40,0.20,0.00,0.00,0.10,0.10,28.90,28.90,50.30,0.20,2.50,10.50,7.70,9.10,20.40,57.30,13.20,0.00,0.00,0.00,0.00,0.00,15.30,39.50,7.30,4.80,2.40,16.60,3.70,4.40,4.20,1.80,1.40,0.90,0.80,1.90,9.10,20.40,57.30,13.20
79,E06000023,2.20,39.10,77.90,0.90,0.10,5.10,1.70,0.40,0.80,0.70,1.50,1.60,0.50,0.90,1.00,2.80,1.60,1.60,0.30,0.60,26.50,47.00,36.30,0.30,2.40,8.20,5.80,10.20,18.90,60.10,10.80,0.00,0.00,0.00,0.00,0.00,13.40,39.80,8.40,4.30,4.80,9.80,9.00,3.90,4.30,2.30,1.20,0.70,0.70,1.60,10.20,18.90,60.10,10.80
80,E06000023,2.20,39.10,77.90,0.90,0.10,5.10,1.70,0.40,0.80,0.70,1.50,1.60,0.50,0.90,1.00,2.80,1.60,1.60,0.30,0.60,26.50,47.00,36.30,0.30,2.40,8.20,5.80,10.20,18.90,60.10,10.80,0.00,0.00,0.00,0.00,0.00,13.40,39.80,8.40,4.30,4.80,9.80,9.00,3.90,4.30,2.30,1.20,0.70,0.70,1.60,10.20,18.90,60.10,10.80
81,E06000023,2.20,39.10,77.90,0.90,0.10,5.10,1.70,0.40,0.80,0.70,1.50,1.60,0.50,0.90,1.00,2.80,1.60,1.60,0.30,0.60,26.50,47.00,36.30,0.30,2.40,8.20,5.80,10.20,18.90,60.10,10.80,0.00,0.00,0.00,0.00,0.00,13.40,39.80,8.40,4.30,4.80,9.80,9.00,3.90,4.30,2.30,1.20,0.70,0.70,1.60,10.20,18.90,60.10,10.80
82,E06000023,2.20,39.10,77.90,0.90,0.10,5.10,1.70,0.40,0.80,0.70,1.50,1.60,0.50,0.90,1.00,2.80,1.60,1.60,0.30,0.60,26.50,47.00,36.30,0.30,2.40,8.20,5.80,10.20,18.90,60.10,10.80,0.00,0.00,0.00,0.00,0.00,13.40,39.80,8.40,4.30,4.80,9.80,9.00,3.90,4.30,2.30,1.20,0.70,0.70,1.60,10.20,18.90,60.10,10.80
83,E07000147,2.40,1.10,96.60,0.30,0.00,1.70,0.20,0.10,0.20,0.10,0.10,0.00,0.10,0.10,0.20,0.10,0.10,0.00,0.00,0.10,20.70,24.20,53.40,0.30,2.20,10.30,9.60,11.90,21.70,51.80,14.60,0.00,0.00,0.00,0.00,0.00,14.60,30.20,13.30,3.30,1.80,23.80,2.80,4.00,3.90,2.20,1.00,0.90,0.30,1.30,11.90,21.70,51.80,14.60
84,E07000144,1.40,2.30,95.90,0.30,0.00,1.40,0.20,0.10,0.30,0.20,0.30,0.00,0.10,0.20,0.30,0.20,0.10,0.00,0.10,0.10,26.30,24.50,55.70,0.20,2.00,9.50,8.10,11.20,21.20,54.60,13.00,0.00,0.00,0.00,0.00,0.00,16.70,37.80,11.40,2.60,2.60,18.60,2.80,3.50,2.80,1.20,0.80,0.60,0.30,0.90,11.20,21.20,54.60,13.00
85,E09000006,0.80,20.60,77.40,1.40,0.20,5.30,1.30,0.40,1.00,0.90,2.00,0.30,0.40,0.90,1.60,3.20,2.10,0.70,0.30,0.60,30.40,33.60,48.30,0.20,2.70,8.30,6.90,9.40,17.30,58.40,15.00,0.00,0.00,0.00,0.00,0.00,13.00,41.10,11.90,3.90,2.50,13.30,4.80,4.80,2.70,1.90,1.00,0.80,0.50,1.60,9.40,17.30,58.40,15.00
86,E07000234,3.00,4.30,93.60,1.00,0.10,1.20,0.70,0.10,0.50,0.30,1.20,0.20,0.00,0.30,0.30,0.10,0.30,0.10,0.10,0.10,29.00,26.80,54.40,0.10,2.20,8.60,7.90,10.00,19.90,55.40,14.70,0.00,0.00,0.00,0.00,0.00,15.30,39.40,11.50,3.10,2.50,16.30,4.20,2.80,2.50,2.40,0.90,0.70,0.40,1.10,10.00,19.90,55.40,14.70
87,E07000104,3.40,8.50,76.50,1.50,0.10,5.90,0.80,0.40,0.70,0.60,3.20,0.70,0.40,1.70,1.90,3.60,0.70,0.30,0.50,0.50,30.20,38.70,44.50,0.20,2.40,7.80,6.40,12.00,17.70,57.10,13.20,0.00,0.00,0.00,0.00,0.00,12.20,38.40,9.30,3.30,6.70,10.90,11.00,4.00,2.60,1.50,0.90,0.70,0.30,1.30,12.00,17.70,57.10,13.20
88,E07000095,0.40,18.20,80.80,1.40,0.20,7.90,0.80,0.30,0.50,0.60,0.90,0.20,0.20,0.30,0.80,2.40,1.40,0.40,0.10,0.70,32.90,32.80,48.90,0.10,2.70,8.80,6.70,9.40,18.70,58.60,13.30,0.00,0.00,0.00,0.00,0.00,14.50,40.10,11.70,4.20,2.70,13.20,4.30,4.80,2.80,1.80,1.10,0.80,0.60,1.70,9.40,18.70,58.60,13.30
89,E07000172,0.80,13.70,89.50,0.60,0.00,2.70,0.80,0.10,0.40,0.30,1.60,0.70,0.10,1.00,0.70,0.40,0.40,0.10,0.40,0.20,27.00,31.10,50.20,0.20,2.30,8.80,7.30,9.20,19.40,60.00,11.50,0.00,0.00,0.00,0.00,0.00,14.50,40.70,7.70,3.90,2.90,16.50,5.60,3.30,3.50,1.40,1.10,0.80,0.50,1.50,9.20,19.40,60.00,11.50
90,E07000007,1.60,5.30,75.90,0.90,0.10,4.40,1.30,0.20,0.80,0.50,1.70,7.60,0.30,0.60,1.80,1.00,2.00,0.50,0.20,0.30,31.40,31.10,52.40,0.10,2.40,7.80,6.10,10.40,17.40,56.80,15.40,0.00,0.00,0.00,0.00,0.00,12.90,41.60,12.20,3.20,3.60,12.70,5.10,4.90,2.00,1.80,0.80,0.70,0.50,1.20,10.40,17.40,56.80,15.40
91,E07000004,2.00,1.90,85.20,0.90,0.10,3.50,0.90,0.30,0.60,0.50,1.10,3.10,0.10,0.40,1.10,1.00,0.70,0.20,0.20,0.20,32.20,29.30,53.00,0.20,2.60,8.80,6.10,9.60,17.70,56.60,16.10,0.00,0.00,0.00,0.00,0.00,14.00,43.20,12.30,3.10,2.70,12.40,4.10,4.20,2.20,1.90,0.80,0.70,0.30,1.10,9.60,17.70,56.60,16.10
92,E07000117,1.10,7.90,85.50,0.60,0.00,1.20,0.30,0.10,0.50,0.20,0.40,6.80,2.80,0.30,0.80,0.10,0.10,0.00,0.10,0.20,29.20,33.40,44.80,0.10,3.10,10.70,7.80,8.10,22.30,61.10,8.40,0.00,0.00,0.00,0.00,0.00,14.40,36.60,7.20,5.30,2.60,15.40,4.30,4.50,7.00,2.70,1.70,0.90,0.80,2.10,8.10,22.30,61.10,8.40
93,E07000193,1.80,2.90,86.20,0.50,0.10,3.70,0.70,0.10,0.40,0.20,0.80,4.90,0.10,0.30,0.80,0.30,0.40,0.20,0.10,0.20,29.60,30.50,50.10,0.20,2.50,9.40,7.40,9.30,19.30,57.40,14.00,0.00,0.00,0.00,0.00,0.00,14.60,40.70,8.60,3.80,2.70,15.00,3.70,4.40,3.70,2.50,1.20,0.70,0.50,1.40,9.30,19.30,57.40,14.00
94,E08000002,1.10,18.60,85.30,1.30,0.00,2.50,0.70,0.20,0.50,0.30,0.70,4.90,0.20,0.60,0.90,0.60,0.30,0.10,0.30,0.50,30.50,32.90,47.40,0.20,2.90,9.50,7.10,8.00,20.40,61.00,10.60,0.00,0.00,0.00,0.00,0.00,14.20,40.10,9.10,4.30,2.70,14.50,4.50,3.80,4.90,1.90,1.40,0.70,0.70,1.60,8.00,20.40,61.00,10.60
95,E08000002,1.10,18.60,85.30,1.30,0.00,2.50,0.70,0.20,0.50,0.30,0.70,4.90,0.20,0.60,0.90,0.60,0.30,0.10,0.30,0.50,30.50,32.90,47.40,0.20,2.90,9.50,7.10,8.00,20.40,61.00,10.60,0.00,0.00,0.00,0.00,0.00,14.20,40.10,9.10,4.30,2.70,14.50,4.50,3.80,4.90,1.90,1.40,0.70,0.70,1.60,8.00,20.40,61.00,10.60
96,E07000204,2.80,1.70,91.20,0.70,0.10,4.10,0.40,0.20,0.40,0.30,0.50,0.10,0.10,0.30,0.60,0.40,0.20,0.20,0.10,0.20,28.70,29.30,51.30,0.20,2.50,9.50,7.10,10.20,18.70,56.60,14.60,0.00,0.00,0.00,0.00,0.00,15.30,42.50,9.80,3.00,2.60,15.40,3.10,3.40,2.60,2.30,1.00,0.60,0.40,1.10,10.20,18.70,56.60,14.60
97,E07000203,1.50,1.10,95.90,0.40,0.10,1.50,0.30,0.10,0.30,0.20,0.20,0.00,0.00,0.20,0.30,0.20,0.10,0.10,0.00,0.10,28.10,24.90,56.50,0.20,2.40,8.90,7.00,12.00,19.20,52.30,16.50,0.00,0.00,0.00,0.00,0.00,15.70,38.50,13.00,2.60,2.50,17.40,2.90,4.00,2.20,1.30,0.70,0.60,0.30,0.90,12.00,19.20,52.30,16.50
98,E08000033,0.70,5.60,86.70,0.90,0.00,2.10,0.50,0.10,0.40,0.30,0.60,6.80,0.30,0.20,0.40,0.20,0.20,0.00,0.10,0.20,29.30,32.10,46.70,0.30,3.00,10.50,7.30,8.40,21.20,59.00,11.40,0.00,0.00,0.00,0.00,0.00,14.70,38.70,9.50,5.00,2.60,15.10,4.10,3.90,4.40,2.00,1.40,1.00,0.70,2.00,8.40,21.20,59.00,11.40
99,E09000028,2.00,99.90,39.70,2.20,0.10,12.30,2.00,1.30,1.00,1.90,2.00,0.60,1.40,2.80,2.70,16.40,6.20,4.20,0.80,2.40,28.30,54.70,28.50,0.90,4.30,7.80,3.80,7.80,15.80,58.90,17.50,0.00,0.00,0.00,0.00,0.00,9.90,42.20,10.00,6.00,4.90,5.80,9.90,3.80,4.30,3.30,1.20,1.00,1.20,2.40,7.80,15.80,58.90,17.50
100,E06000052,1.70,1.50,95.70,0.40,0.10,2.00,0.20,0.10,0.30,0.20,0.20,0.00,0.10,0.20,0.20,0.10,0.10,0.00,0.00,0.10,25.50,28.40,50.20,0.20,2.20,10.80,8.20,10.80,23.10,52.30,13.80,0.00,0.00,0.00,0.00,0.00,15.40,31.70,13.60,3.30,2.80,18.90,4.30,4.00,4.40,1.70,1.00,0.70,0.30,1.20,10.80,23.10,52.30,13.80
101,E07000008,13.30,30.40,66.00,1.40,0.10,15.00,0.60,0.40,1.20,1.00,2.80,0.60,1.50,3.60,2.60,1.00,0.50,0.20,0.70,0.90,24.10,52.60,34.10,0.30,1.80,6.60,4.60,10.50,16.50,58.50,14.40,0.00,0.00,0.00,0.00,0.00,10.20,38.00,7.40,2.70,5.70,7.10,21.80,3.00,2.50,1.60,0.70,0.40,0.30,1.10,10.50,16.50,58.50,14.40
102,E07000192,0.70,12.40,96.50,0.40,0.00,0.90,0.50,0.10,0.20,0.10,0.40,0.10,0.00,0.20,0.20,0.10,0.20,0.00,0.00,0.10,30.70,31.20,49.40,0.20,2.40,9.60,7.20,8.80,19.70,58.20,13.20,0.00,0.00,0.00,0.00,0.00,15.20,39.90,8.70,4.60,2.60,14.90,3.60,4.20,4.70,1.70,1.50,0.80,0.70,1.90,8.80,19.70,58.20,13.20
103,E07000106,5.70,4.90,87.50,0.80,0.20,4.40,0.40,0.20,0.60,0.40,1.00,0.20,0.20,1.00,1.10,0.90,0.30,0.10,0.30,0.30,26.10,38.60,43.00,0.20,2.30,8.40,7.50,13.70,20.80,51.10,14.40,0.00,0.00,0.00,0.00,0.00,12.80,31.20,9.60,3.00,7.10,15.00,12.50,3.60,3.30,1.80,0.90,0.70,0.40,1.20,13.70,20.80,51.10,14.40
104,E07000028,1.30,1.00,95.00,0.40,0.20,2.50,0.10,0.10,0.20,0.10,0.30,0.10,0.20,0.30,0.30,0.10,0.00,0.00,0.00,0.10,25.50,32.20,47.30,0.20,2.50,9.70,8.20,9.60,21.80,55.40,13.20,0.00,0.00,0.00,0.00,0.00,16.70,39.20,9.20,3.60,3.30,15.50,3.50,2.90,4.70,1.50,1.10,0.60,0.40,1.40,9.60,21.80,55.40,13.20
105,E09000029,0.80,43.40,70.90,1.70,0.10,5.90,1.20,0.40,1.20,0.90,3.40,1.40,0.60,1.20,5.00,2.90,1.40,0.50,0.50,0.80,32.40,34.70,47.70,0.20,2.70,8.40,6.30,8.80,17.40,60.90,12.80,0.00,0.00,0.00,0.00,0.00,13.30,43.30,11.40,3.90,3.00,11.10,4.70,4.50,2.80,1.90,1.00,0.70,0.50,1.60,8.80,17.40,60.90,12.80
106,E07000069,0.70,19.50,95.40,0.60,0.00,0.90,0.40,0.10,0.30,0.20,0.40,0.10,0.10,0.20,0.30,0.40,0.20,0.10,0.00,0.10,27.30,27.40,53.10,0.10,2.30,8.70,8.40,10.60,19.00,56.30,14.10,0.00,0.00,0.00,0.00,0.00,14.70,36.40,11.10,3.50,2.40,19.40,2.90,4.80,3.20,1.60,1.10,0.80,0.50,1.40,10.60,19.00,56.30,14.10
107,E07000042,1.10,0.90,95.90,0.40,0.10,2.30,0.20,0.10,0.20,0.10,0.10,0.00,0.00,0.20,0.20,0.10,0.00,0.00,0.00,0.10,27.60,26.40,53.80,0.20,2.40,9.70,7.50,10.60,20.90,52.50,16.00,0.00,0.00,0.00,0.00,0.00,15.70,36.10,15.30,2.70,2.10,16.50,3.20,3.70,3.10,1.50,0.80,0.60,0.30,1.00,10.60,20.90,52.50,16.00
108,E07000047,3.10,0.50,96.40,0.40,0.00,1.60,0.20,0.10,0.20,0.20,0.10,0.00,0.00,0.20,0.20,0.00,0.00,0.00,0.10,0.10,24.80,25.30,54.50,0.20,2.10,9.60,8.30,12.10,21.80,48.10,18.00,0.00,0.00,0.00,0.00,0.00,15.20,31.10,16.60,3.10,2.20,19.60,3.30,3.40,3.40,2.10,0.80,0.80,0.30,1.10,12.10,21.80,48.10,18.00
